SourceElementKey,BlockfaceName,SideOfStreet,ParkingTimeLimitCategory,ParkingSpaceCount,PaidParkingArea,PaidParkingSubArea,PaidParkingRate,ParkingCategory,longitude,latitude
88546,S JACKSON ST BETWEEN 6TH AVE S AND MAYNARD AVE S,S,120,2,Chinatown/ID,Edge,,Paid Parking,122.32573848,47.59910134
9149,BATTERY ST BETWEEN 4TH AVE AND 5TH AVE,NW,240,8,Belltown,North,,Paid Parking,122.34489933,47.61652205
56902,MADISON ST BETWEEN WESTERN AVE AND POST AVE,SE,120,6,Commercial Core,Waterfront,,Paid Parking,122.3370069,47.60430723
1037,1ST AVE N BETWEEN THOMAS ST AND HARRISON ST,W,240,14,Uptown,Edge,,Paid Parking,122.35551415,47.62151977
24406,11TH AVE BETWEEN E PIKE ST AND E PINE ST,E,120,8,Pike-Pine,,,Paid Parking,122.31805311,47.6146888
81185,UNION ST BETWEEN WESTERN AVE AND POST AL,NW,120,3,Commercial Core,Waterfront,,Paid Parking,122.33993334,47.60753777
76961,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,SW,120,11,Ballard,Core,,Paid Parking,122.38271478,47.66588407
1029,1ST AVE BETWEEN CLAY ST AND BROAD ST,SW,240,8,Belltown,North,,Paid Parking,122.35213217,47.61658464
13142,THOMAS ST BETWEEN YALE AVE N AND EASTLAKE AVE E,S,120,4,South Lake Union,South,,Paid Parking,122.3297844,47.62076448
49658,3RD AVE BETWEEN BATTERY ST AND WALL ST,NE,240,7,Belltown,North,,Paid Parking,122.34649132,47.61581407
32049,BELMONT AVE BETWEEN E UNION ST AND E PIKE ST,W,120,9,Pike-Pine,,,Restricted Parking Zone,122.32450368,47.61353905
57190,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,NE,120,5,First Hill,,,Paid Parking,122.32168833,47.60734463
56346,JOHN ST BETWEEN TAYLOR AVE N AND 6TH AVE N,S,600,3,Uptown Triangle,,,Paid Parking,122.3457077,47.61965023
13138,THOMAS ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,S,600,2,South Lake Union,South,,Paid Parking,122.33510817,47.62078405
85134,NE 63RD ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,S,240,10,Roosevelt,,,Paid Parking,122.31648828,47.67409384
35237,ROOSEVELT WAY NE BETWEEN NE 43RD N ST AND NE 45TH ST,W,240,6,University District,Edge,,Paid Parking,122.31780478,47.66054298
58442,THOMAS ST BETWEEN 6TH AVE N AND AURORA AVE N,S,600,4,Uptown Triangle,,,Paid Parking,122.34438117,47.62082175
88774,S MAIN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,S,120,8,Chinatown/ID,Edge,,Paid Parking,122.32567868,47.59996247
54010,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,NE,240,9,Belltown,North,,Paid Parking,122.34987647,47.61220724
33741,JOHN ST BETWEEN 5TH AVE N AND TAYLOR AVE N,N,240,4,Uptown Triangle,,,Paid Parking,122.34695788,47.61980828
37138,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,120,10,Pike-Pine,,,Paid Parking,122.32006191,47.61400676
9349,BLANCHARD ST BETWEEN ELLIOTT AVE AND WESTERN AVE,NW,120,4,Belltown,South,,Paid Parking,122.34633431,47.61183419
36118,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,NE,240,7,Belltown,North,,Paid Parking,122.35093211,47.61489953
37137,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,N,120,7,Pike-Pine,,,Paid Parking,122.32006021,47.61415756
70730,2ND AVE BETWEEN MARION ST AND MADISON ST,NE,120,3,Commercial Core,Financial,,Paid Parking,122.3346924,47.60483804
55453,EASTLAKE AVE E BETWEEN E NELSON PL AND FAIRVIEW AVE N,NW,600,20,South Lake Union,North,,Paid Parking,122.32681868,47.63134595
81205,UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,NW,120,8,First Hill,,,Paid Parking,122.32548222,47.61222854
77390,BROOKLYN AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,E,120,7,University District,Core,,Paid Parking,122.3142513,47.65903895
58186,SPRING ST BETWEEN 8TH AVE AND 9TH AVE,SE,120,8,First Hill,,,Paid Parking,122.3285232,47.60883822
13121,THOMAS ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,N,240,8,Uptown,Edge,,Paid Parking,122.35608775,47.62098771
76990,BATTERY ST BETWEEN 5TH AVE AND AURORA AVE,SE,240,8,Belltown,North,,Paid Parking,122.34385843,47.61708545
13134,THOMAS ST BETWEEN 8TH AVE N AND 9TH AVE N,S,600,8,South Lake Union,South,,Paid Parking,122.34042534,47.62080468
31058,8TH AVE BETWEEN STEWART ST AND VIRGINIA ST,NE,120,7,Denny Triangle,South,,Paid Parking,122.33591854,47.61540116
58610,VINE ST BETWEEN ALASKAN WAY AND ELLIOTT AVE,SE,240,4,Belltown,North,,Paid Parking,122.35167048,47.6136009
81289,VINE ST BETWEEN 3RD AVE AND 4TH AVE,NW,240,8,Belltown,North,,Carpool Parking,122.34762533,47.61694485
77990,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,E,120,8,South Lake Union,North,,Paid Parking,122.34219059,47.63011566
84789,NE 47TH ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,N,120,6,University District,Core,,Paid Parking,122.31367103,47.6631533
32557,COLUMBIA ST BETWEEN BOREN AVE AND MINOR AVE,NW,120,9,First Hill,,,Paid Parking,122.32328744,47.6082009
62097,NE 47TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,N,120,5,University District,Core,,Paid Parking,122.31476166,47.66316448
13045,TALLMAN AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,SW,240,9,Ballard,Edge,,Paid Parking,122.37969237,47.66686786
2797,2ND AVE N BETWEEN MERCER ST AND ROY ST,W,240,4,Uptown,Edge,,Paid Parking,122.3529021,47.62500671
81685,YALE AVE BETWEEN HOWELL ST AND STEWART ST,SW,240,5,Denny Triangle,North,,Paid Parking,122.33040332,47.61784105
58617,VINE ST BETWEEN 1ST AVE AND 2ND AVE,NW,240,7,Belltown,North,,Paid Parking,122.3492925,47.61565061
13517,WESTERN AVE BETWEEN PINE ST AND VIRGINIA ST,SW,120,11,Belltown,South,,Paid Parking,122.34291935,47.60974531
13185,UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,NW,120,7,Commercial Core,Retail,,Paid Parking,122.33548167,47.60806691
25710,2ND AVE BETWEEN BLANCHARD ST AND BELL ST,NE,120,7,Belltown,South,,Paid Parking,122.34489711,47.61369828
81421,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,W,240,10,Uptown,Edge,,Paid Parking,122.35419725,47.62389409
53133,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,W,600,11,Uptown Triangle,,,Paid Parking,122.34514822,47.61915885
87285,NW VERNON PL BETWEEN BALLARD AVE NW AND SHILSHOLE AVE NW,NW,240,6,Ballard,Edge,,Paid Parking,122.38369567,47.66618443
9421,BOYLSTON AVE BETWEEN MADISON ST AND SPRING ST,SW,120,6,First Hill,,,Paid Parking,122.32224767,47.61107432
81134,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,S,120,9,South Lake Union,South,,Paid Parking,122.33105113,47.62075019
76201,8TH AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,120,8,South Lake Union,South,,Paid Parking,122.34117019,47.62265882
12545,REPUBLICAN ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,N,120,7,South Lake Union,South,,Paid Parking,122.33509668,47.6232647
57018,MAYNARD AVE S BETWEEN S WELLER ST AND S LANE ST,E,120,6,Chinatown/ID,Core,,Paid Parking,122.32499081,47.59707304
43053,S KING ST BETWEEN 1ST AVE S AND OCCIDENTAL W AVE S,N,120,5,Pioneer Square,Edge,,Paid Parking,122.33367756,47.59835946
37185,E PINE ST BETWEEN BROADWAY AND NAGLE PL,N,120,2,Pike-Pine,,,Paid Parking,122.32035445,47.61533442
71289,22ND AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,W,240,7,Ballard,Edge,,Paid Parking,122.38484406,47.66983639
77313,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,SW,120,11,First Hill,,,Paid Parking,122.32285409,47.61177526
12673,ROY ST BETWEEN WARREN AVE N AND 2ND AVE N,N,240,7,Uptown,Edge,,Paid Parking,122.35349227,47.62550548
9678,CEDAR ST BETWEEN 1ST AVE AND 2ND AVE,SE,240,5,Belltown,North,,Paid Parking,122.3500868,47.61608617
23881,W ROY ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,N,240,6,Uptown,Edge,,Paid Parking,122.35741855,47.62577671
76962,BALLARD AVE NW BETWEEN 20TH AVE NW AND NW VERNON PL,NE,120,10,Ballard,Core,,Paid Parking,122.38267721,47.66608103
13110,TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST,E,120,4,South Lake Union,South,,Paid Parking,122.33705498,47.6214455
80570,ROOSEVELT WAY NE BETWEEN NE 42ND S ST AND NE 42ND N ST,E,240,7,University District,Edge,,Paid Parking,122.31771051,47.65792032
121921,ELLIOTT AVE BETWEEN ELLIOTT AV ON RP AND BELL ST,N,120,6,Belltown,South,,Paid Parking,122.34760031,47.61192276
24449,11TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,W,240,7,University District,Edge,,Paid Parking,122.31667536,47.66055285
52530,5TH AVE BETWEEN WALL ST AND VINE ST,NE,240,7,Belltown,North,,Paid Parking,122.34569558,47.61769217
24554,12TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,E,120,6,12th Avenue,,,Paid Parking,122.31667454,47.60863312
7257,5TH AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,120,11,Belltown,South,,Paid Parking,122.33988424,47.61405613
76614,ALASKAN WAY BETWEEN MARION ST AND MADISON ST,NE,240,16,Commercial Core,Waterfront,,Paid Parking,122.33808783,47.60348079
27281,3RD AVE BETWEEN VINE ST AND CEDAR ST,SW,240,1,Belltown,North,,Paid Parking,122.34849303,47.61680068
58514,UNIVERSITY WAY NE BETWEEN NE 41ST ST AND NE 42ND ST,E,120,9,University District,Core,,Paid Parking,122.31314236,47.65753657
134962,DEXTER AVE N BETWEEN ALOHA ST AND WARD ST,E,120,3,South Lake Union,North,,Paid Parking,122.34221309,47.62759084
5802,37TH AVE S BETWEEN S FERDINAND ST AND S HUDSON ST,E,240,8,Columbia City,,,Paid Parking,122.28608789,47.55743593
32490,CLAY ST BETWEEN 2ND AVE AND 3RD AVE,SE,240,9,Belltown,North,,Paid Parking,122.3501629,47.61730189
43058,S KING ST BETWEEN 5TH AVE S AND 6TH AVE S,S,120,8,Chinatown/ID,Edge,,Paid Parking,122.32702152,47.59829729
70753,2ND AVE BETWEEN BATTERY ST AND WALL ST,SW,240,6,Belltown,North,,Paid Parking,122.34746087,47.61501419
4442,3RD AVE BETWEEN CLAY ST AND BROAD ST,NE,240,8,Belltown,North,,Paid Parking,122.35022717,47.61801873
13521,WESTERN AVE BETWEEN BELL ST AND BATTERY ST,SW,240,8,Belltown,North,,Paid Parking,122.34807888,47.61303517
9353,BLANCHARD ST BETWEEN 1ST AVE AND 2ND AVE,NW,120,15,Belltown,South,,Paid Parking,122.34481681,47.61300041
80645,ROY ST BETWEEN NOB HILL AVE N AND 4TH AVE N,N,240,9,Uptown,Edge,,Paid Parking,122.3495519,47.62549076
80954,SUMMIT AVE BETWEEN E PINE ST AND E OLIVE ST,E,120,8,Capitol Hill,South,,Restricted Parking Zone,122.32543075,47.61579861
68929,1ST AVE N BETWEEN MERCER ST AND ROY ST,W,120,7,Uptown,Core,,Paid Parking,122.35546524,47.62502233
80021,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,NW,120,5,Commercial Core,Retail,,Paid Parking,122.3346818,47.61387948
79566,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,SE,120,11,Commercial Core,Financial,,Carpool Parking,122.33452079,47.60534625
48214,20TH AVE NW BETWEEN RUSSELL AVE NW AND NW MARKET ST,E,240,7,Ballard,Edge,,Paid Parking,122.38202505,47.66825896
9157,BAY ST BETWEEN WESTERN AVE AND 1ST AVE,NW,240,7,Belltown,North,,Paid Parking,122.35565852,47.61818599
33733,JAMES ST BETWEEN 2ND AVE AND 3RD AVE,NW,120,6,Pioneer Square,Core,,Paid Parking,122.33199665,47.60259141
4441,3RD AVE BETWEEN CLAY ST AND BROAD ST,SW,240,8,Belltown,North,,Paid Parking,122.35037128,47.61790727
54037,ALDER ST BETWEEN 9TH AVE AND TERRY AVE,NW,120,11,First Hill,,,Paid Parking,122.32227056,47.603684
58409,TERRY AVE BETWEEN JAMES ST AND CHERRY ST,SW,120,13,First Hill,,,Restricted Parking Zone,122.32404909,47.60636065
36117,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,SW,240,10,Belltown,North,,Paid Parking,122.3510549,47.61480461
31510,ALASKAN E RDWY WAY BETWEEN MARION ST AND MADISON ST,NE,240,15,Commercial Core,Waterfront,,Paid Parking,122.33775965,47.60358859
36493,E CHERRY ST BETWEEN 17TH AVE AND 18TH AVE,N,120,10,Cherry Hill,,,Paid Parking,122.30958885,47.60808627
31850,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,NE,120,19,Ballard,Core,,Paid Parking,122.3838976,47.66711216
2054,15TH AVE BETWEEN E MADISON ST AND E PINE ST,E,120,7,Pike-Pine,,,Paid Parking,122.31269957,47.61494753
79354,LENORA ST BETWEEN 2ND AVE AND 3RD AVE,SE,30,3,Belltown,South,,Paid Parking,122.34256616,47.61278643
27393,3RD AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,W,120,4,Pioneer Square,Edge,,Paid Parking,122.33034753,47.60129268
62098,NE 47TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,S,120,5,University District,Core,,Paid Parking,122.31475118,47.66304104
13297,VINE ST BETWEEN 5TH AVE AND DENNY WAY,NW,240,3,Belltown,North,,Paid Parking,122.34589435,47.61829176
46766,12TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,E,120,19,University District,Core,,Paid Parking,122.31525714,47.66222563
58474,UNION ST BETWEEN 3RD AVE AND 4TH AVE,SE,120,4,Commercial Core,Retail,,Paid Parking,122.33627399,47.60892503
88773,S MAIN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,N,120,12,Chinatown/ID,Edge,,Paid Parking,122.32566607,47.60010775
65806,S MAIN ST BETWEEN 1ST AVE S AND 2ND AVE S,S,120,3,Pioneer Square,Core,,Paid Parking,122.3328753,47.59997416
84690,NE 42ND ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,S,120,6,University District,Core,,Paid Parking,122.31374639,47.65826096
58393,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,120,7,Commercial Core,Financial,,Paid Parking,122.32859988,47.60204002
2798,2ND AVE N BETWEEN MERCER ST AND ROY ST,E,240,10,Uptown,Edge,,Paid Parking,122.35266686,47.62501129
59166,E CHERRY ST BETWEEN BROADWAY AND DEAD END,S,120,3,First Hill,,,Paid Parking,122.32002768,47.60799308
53998,ALASKAN WAY BETWEEN COLUMBIA ST AND MARION ST,NE,240,13,Commercial Core,Waterfront,,Paid Parking,122.33739229,47.60272059
13046,TALLMAN AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,NE,240,6,Ballard,Edge,,Paid Parking,122.37957491,47.66693106
54738,BROADWAY E BETWEEN E REPUBLICAN ST AND E MERCER ST,E,120,5,Capitol Hill,North,,Paid Parking,122.32081137,47.62368073
1021,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,120,10,Belltown,South,,Paid Parking,122.34466292,47.61217553
35881,VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,N,600,15,South Lake Union,North,,Paid Parking,122.34168272,47.62632754
65041,S FERDINAND ST BETWEEN RAINIER AVE S AND 39TH AVE S,N,120,10,Columbia City,,,Paid Parking,122.28422835,47.55790396
9673,CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,NW,240,4,Belltown,North,,Paid Parking,122.35196004,47.61487144
130793,MERCER NR ST BETWEEN 8TH AVE N AND 9TH AVE N,N,600,7,South Lake Union,South,,Paid Parking,122.34044917,47.62467469
25705,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,SW,120,14,Belltown,South,,Paid Parking,122.34118282,47.61127593
12682,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,600,14,South Lake Union,North,,Paid Parking,122.33344568,47.62507204
51490,4TH AVE BETWEEN BLANCHARD ST AND BELL ST,NE,120,12,Belltown,South,,Paid Parking,122.34320344,47.61503886
9474,BROADWAY E BETWEEN E OLIVE WAY AND E THOMAS ST,E,120,12,Capitol Hill,North,,Paid Parking,122.32077305,47.62050766
68921,1ST AVE BETWEEN CEDAR ST AND CLAY ST,SW,240,3,Belltown,North,,Paid Parking,122.35118314,47.61603137
58501,UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE,NW,120,3,Commercial Core,Retail,,Paid Parking,122.33327978,47.60897622
35021,RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,W,120,7,Columbia City,,,Paid Parking,122.28538146,47.55827383
63130,NE CAMPUS EB PY BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,S,120,8,University District,Core,,Paid Parking,122.31268351,47.65592374
84653,NE 41ST ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,N,120,6,University District,Core,,Paid Parking,122.31380852,47.65689586
36358,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,S,120,19,Commercial Core,Financial,,Paid Parking,122.32775122,47.60165816
13793,YALE AVE N BETWEEN JOHN ST AND THOMAS ST,W,120,11,South Lake Union,South,,Paid Parking,122.33049346,47.62025648
13086,TERRY AVE BETWEEN MADISON ST AND SPRING ST,NE,120,4,First Hill,,,Paid Parking,122.32653473,47.6092845
18621,NW 56TH ST BETWEEN 20TH AVE NW AND 22ND AVE NW,N,240,11,Ballard,Edge,,Paid Parking,122.38342615,47.66951344
68829,W THOMAS ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,N,240,6,Uptown,Edge,,Paid Parking,122.3573892,47.62097928
35333,ROY ST BETWEEN 2ND AVE N AND 3RD AVE N,N,240,2,Uptown,Edge,,Paid Parking,122.35214623,47.62550049
37822,N 35TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,S,120,7,Fremont,,,Paid Parking,122.35074352,47.65058479
91829,W ROY ST BETWEEN 1ST AVE W AND 2ND AVE W,N,240,4,Uptown,Edge,,Paid Parking,122.35863819,47.62578127
35526,STEWART ST BETWEEN 6TH AVE AND 7TH AVE,SE,120,4,Denny Triangle,South,,Paid Parking,122.33652911,47.61390233
76038,7TH AVE BETWEEN MADISON ST OFF RP AND MADISON ST,NE,120,6,First Hill,,,Paid Parking,122.32922007,47.60718833
12685,ROY ST BETWEEN DEAD END AND EASTLAKE AVE E,N,600,8,South Lake Union,South,,Paid Parking,122.32969155,47.62515553
8861,ALASKAN E RDWY WAY BETWEEN SENECA ST AND UNIVERSITY ST,SW,240,17,Commercial Core,Waterfront,,Paid Parking,122.33985854,47.60566939
79742,MELROSE AVE BETWEEN PIKE ST AND PINE ST,E,120,6,Pike-Pine,,,Paid Parking,122.32780973,47.61459125
59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,120,12,Pike-Pine,,,Paid Parking,122.3161335,47.61417997
37181,E PINE ST BETWEEN HARVARD AVE AND BROADWAY,N,120,3,Pike-Pine,,,Paid Parking,122.32146768,47.61532115
13301,VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE,NW,120,5,Belltown,South,,Paid Parking,122.34224044,47.61147667
9142,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,NE,240,13,Ballard,Edge,,Paid Parking,122.37960314,47.66814317
80193,PINE ST BETWEEN ALASKAN E RDWY WAY AND ELLIOTT AVE,NW,240,4,Commercial Core,Waterfront,,Paid Parking,122.34348255,47.60881292
79021,JOHN ST BETWEEN 6TH AVE N AND AURORA SB AVE N,N,600,3,Uptown Triangle,,,Paid Parking,122.34440288,47.61980996
70754,2ND AVE BETWEEN BATTERY ST AND WALL ST,NE,240,4,Belltown,North,,Paid Parking,122.34731598,47.61511789
55026,COLUMBIA ST BETWEEN 9TH AVE AND TERRY AVE,SE,120,5,First Hill,,,Restricted Parking Zone,122.32544003,47.60718161
69281,11TH AVE BETWEEN E UNION ST AND E PIKE ST,W,120,4,Pike-Pine,,,Paid Parking,122.31824513,47.61350928
37141,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,N,120,7,Pike-Pine,,,Paid Parking,122.31489633,47.61418868
80882,STEWART ST BETWEEN 4TH AVE AND 5TH AVE,SE,120,8,Belltown,South,,Paid Parking,122.33820631,47.61259253
13190,UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,SE,120,2,Commercial Core,Retail,,Paid Parking,122.33422012,47.60838893
54606,BOYLSTON AVE BETWEEN MARION ST AND MADISON ST,NE,120,5,First Hill,,,Paid Parking,122.3214265,47.61039901
35421,SENECA ST BETWEEN 3RD AVE AND 4TH AVE,NW,120,5,Commercial Core,Retail,,Paid Parking,122.33481891,47.60734541
24046,1ST AVE BETWEEN WALL ST AND VINE ST,NE,240,6,Belltown,North,,Paid Parking,122.34916205,47.61504371
79681,MAYNARD AVE S BETWEEN S LANE ST AND S DEARBORN ST,W,120,6,Chinatown/ID,Edge,,Paid Parking,122.32515195,47.59626866
76650,ALASKAN E RDWY WAY BETWEEN UNIVERSITY ST AND UNION ST,NE,240,4,Commercial Core,Waterfront,,Paid Parking,122.34037426,47.60659082
80002,OCCIDENTAL AVE S BETWEEN S KING W ST AND RAILROAD WAY S,E,30,4,Pioneer Square,Edge,,Paid Parking,122.33312244,47.59675299
58182,SPRING ST BETWEEN 7TH AVE AND 8TH AVE,SE,120,6,First Hill,,,Carpool Parking,122.32961798,47.60839012
59994,E PINE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,S,120,8,Pike-Pine,,,Paid Parking,122.32733505,47.61514566
17066,NE 47TH ST BETWEEN 11TH AVE NE AND 12TH AVE NE,S,240,3,University District,Edge,,Paid Parking,122.31579926,47.66304567
69445,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,W,120,7,Pike-Pine,,,Paid Parking,122.31698919,47.61351462
69442,12TH AVE BETWEEN E SPRING ST AND E MADISON ST,E,120,4,12th Avenue,,,Paid Parking,122.31666702,47.61222319
30697,6TH AVE BETWEEN PIKE ST AND PINE ST,SW,120,5,Commercial Core,Retail,,Paid Parking,122.33500784,47.61160687
76106,7TH AVE S BETWEEN S JACKSON ST AND S KING ST,E,120,5,Chinatown/ID,Edge,,Paid Parking,122.32364257,47.59874578
76053,7TH AVE BETWEEN LENORA ST AND BLANCHARD ST,SW,240,6,Denny Triangle,North,,Paid Parking,122.33951498,47.61615546
13209,UNIVERSITY WAY NE BETWEEN NE 40TH ST AND NE CAMPUS EB PY,W,120,3,University District,Core,,Paid Parking,122.31335817,47.65565253
81493,WESTLAKE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,120,4,South Lake Union,South,,Paid Parking,122.33858071,47.62263115
54305,BATTERY ST BETWEEN WESTERN AVE AND 1ST AVE,NW,240,5,Belltown,North,,Paid Parking,122.34830871,47.61387783
32430,CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,SE,240,8,Belltown,North,,Paid Parking,122.34838097,47.61740601
2781,2ND AVE BETWEEN WALL ST AND VINE ST,SW,240,8,Belltown,North,,Paid Parking,122.3484389,47.61558515
12878,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,SE,120,4,Commercial Core,Retail,,Paid Parking,122.33994252,47.61126224
24042,1ST AVE BETWEEN BELL ST AND BATTERY ST,NE,240,12,Belltown,North,,Paid Parking,122.34710829,47.61382902
34502,MINOR AVE N BETWEEN JOHN ST AND THOMAS ST,E,600,10,South Lake Union,South,,Paid Parking,122.33287778,47.62025858
65817,S MAIN ST BETWEEN MAYNARD AVE S AND 7TH AVE S,N,120,20,Chinatown/ID,Edge,,Paid Parking,122.32440126,47.60010568
2926,2ND AVE S BETWEEN S MAIN ST AND S JACKSON ST,E,120,7,Pioneer Square,Core,,Paid Parking,122.33144581,47.59962608
14698,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,S,120,4,Pike-Pine,,,Paid Parking,122.32277932,47.61516284
35730,TERRY AVE BETWEEN HOWELL ST AND STEWART ST,NE,240,6,Denny Triangle,North,,Paid Parking,122.33286034,47.61593642
16941,NE 42ND ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,N,120,8,University District,Core,,Paid Parking,122.31260747,47.65836262
75778,6TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,NE,120,3,Commercial Core,Retail,,Paid Parking,122.33223665,47.60882248
80657,RUSSELL AVE NW BETWEEN 20TH AVE NW AND NW MARKET ST,SW,240,9,Ballard,Edge,,Paid Parking,122.38270588,47.66821371
82362,E MERCER ST BETWEEN BROADWAY E AND 10TH AVE E,S,120,5,Capitol Hill,North,,Paid Parking,122.32039978,47.62420511
59966,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,S,120,10,Pike-Pine,,,Paid Parking,122.31615961,47.61403722
36126,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,NE,240,8,Belltown,North,,Paid Parking,122.35527339,47.61746223
41726,NW MARKET ST BETWEEN 24TH AVE NW AND 26TH AVE NW,S,240,19,Ballard,Edge,,Paid Parking,122.38890666,47.66859936
54985,CLAY ST BETWEEN 3RD AVE AND 4TH AVE,NW,240,9,Belltown,North,,Paid Parking,122.34947863,47.61806027
79778,MERCER SR ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,S,120,2,South Lake Union,South,,Paid Parking,122.33917374,47.62446547
32910,DEXTER AVE N BETWEEN THOMAS ST AND HARRISON ST,E,120,5,South Lake Union,South,,Paid Parking,122.34221033,47.62148098
35694,TAYLOR AVE N BETWEEN DENNY WAY AND JOHN ST,E,600,6,Uptown Triangle,,,Paid Parking,122.34616925,47.61915653
2925,2ND AVE S BETWEEN S MAIN ST AND S JACKSON ST,W,120,4,Pioneer Square,Core,,Paid Parking,122.33170118,47.59962395
1601,12TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,W,120,13,University District,Core,,Paid Parking,122.31554617,47.66058075
53134,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,E,600,7,Uptown Triangle,,,Paid Parking,122.34486439,47.61916578
79657,MARION ST BETWEEN 7TH AVE AND 8TH AVE,NW,120,4,First Hill,,,Paid Parking,122.32842887,47.60705621
57902,ROOSEVELT WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,E,240,18,University District,Edge,,Paid Parking,122.31732455,47.66400658
24405,11TH AVE BETWEEN E PIKE ST AND E PINE ST,W,120,11,Pike-Pine,,,Paid Parking,122.31826395,47.61468863
34386,MERCER SR ST BETWEEN 8TH AVE N AND 9TH AVE N,S,600,4,South Lake Union,South,,Paid Parking,122.34041685,47.62445789
74025,4TH AVE BETWEEN VIRGINIA ST AND LENORA ST,SW,120,10,Belltown,South,,Paid Parking,122.34076078,47.6133909
79014,JEFFERSON ST BETWEEN 9TH AVE AND TERRY AVE,SE,120,4,First Hill,,,Restricted Parking Zone,122.32356438,47.60501562
35681,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,SW,240,14,Ballard,Edge,,Paid Parking,122.38092352,47.667907
56357,JOHN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,N,600,3,South Lake Union,South,,Paid Parking,122.33782845,47.61976598
